question,passage,idx,label,ds_type
is there more than one john wick movie,"John Wick: Chapter 2 -- John Wick: Chapter 2 is a 2017 American neo-noir action thriller film directed by Chad Stahelski and written by Derek Kolstad. The second installment in the John Wick film series, the plot follows hitman John Wick, who goes on the run after a bounty is placed on him. It stars Keanu Reeves, Common, Laurence Fishburne, Riccardo Scamarcio, Ruby Rose, John Leguizamo and Ian McShane, and marks the first collaboration between Reeves and Fishburne since appearing together in The Matrix trilogy.",576,1,train
did the great fire of london destroy st paul's cathedral,"Old St Paul's Cathedral -- The cathedral was already in severe structural decline by the beginning of the 17th century. Restoration work begun by Inigo Jones in the 1620s was halted at the time of the English Civil War (1642--1651). Sir Christopher Wren was attempting another restoration in 1666 when the cathedral was destroyed in the Great Fire of London. At that point, the old structure was demolished, and the present, domed cathedral was erected on the site, with an English Baroque design by Wren.",577,1,train
does new zealand have a capital gains tax,"Taxation in New Zealand -- Taxes in New Zealand are collected at a national level by the Inland Revenue Department (IRD) on behalf of the Government of New Zealand. National taxes are levied on personal and business income, and on the supply of goods and services. There is no capital gains tax, although certain ``gains'' such as profits on the sale of patent rights are deemed to be income -- income tax does apply to property transactions in certain circumstances, particularly speculation. There are currently no land taxes, but local property taxes (rates) are managed and collected by local authorities. Some goods and services carry a specific tax, referred to as an excise or a duty, such as alcohol excise or gaming duty. These are collected by a range of government agencies such as the New Zealand Customs Service. There is no social security (payroll) tax.",578,0,train
can a gas mix into a liquid explain,"Mixing (process engineering) -- In industrial process engineering, mixing is a unit operation that involves manipulation of a heterogeneous physical system with the intent to make it more homogeneous. Familiar examples include pumping of the water in a swimming pool to homogenize the water temperature, and the stirring of pancake batter to eliminate lumps (deagglomeration). Mixing is performed to allow heat and/or mass transfer to occur between one or more streams, components or phases. Modern industrial processing almost always involves some form of mixing. Some classes of chemical reactors are also mixers. With the right equipment, it is possible to mix a solid, liquid or gas into another solid, liquid or gas. A biofuel fermenter may require the mixing of microbes, gases and liquid medium for optimal yield; organic nitration requires concentrated (liquid) nitric and sulfuric acids to be mixed with a hydrophobic organic phase; production of pharmaceutical tablets requires blending of solid powders. The opposite of mixing is segregation. A classical example of segregation is the brazil nut effect.",579,1,train
does a sac fly count against your batting average,"Sacrifice fly -- The purpose of not counting a sacrifice fly as an at-bat is to avoid penalizing hitters for a successful action. The sacrifice fly is one of two instances in baseball where a batter is not charged with a time at bat after putting a ball in play; the other is the sacrifice hit (also known as a sacrifice bunt). But, while a sacrifice fly doesn't affect a player's batting average, it counts as a plate appearance, thus lowering his on-base percentage, and a player on a hitting streak will have the hit streak end if he has no official at-bats but has a sacrifice fly.",580,0,train
is the magna carta the english bill of rights,"Bill of Rights 1689 -- In the United Kingdom, the Bill of Rights is further accompanied by Magna Carta, the Petition of Right, the Habeas Corpus Act 1679 and the Parliament Acts 1911 and 1949 as some of the basic documents of the uncodified British constitution. A separate but similar document, the Claim of Right Act 1689, applies in Scotland. The Bill of Rights 1689 was one of the inspirations for the United States Bill of Rights.",581,0,train
do you pay both ways on m6 toll,"M6 Toll -- The M6 Toll is the only major toll road in Great Britain, and has two payment plazas, Great Wyrley Toll Plaza for northbound and Weeford Toll Plaza for southbound. The northbound toll plaza is situated between junctions T6 and T7, and the southbound between junctions T4 and T3. The weekday cash cost is £5.90 for a car and £11.00 for a Heavy Goods Vehicle.",582,1,train
is the nasopharynx part of the respiratory system,"Pharynx -- In humans the pharynx is part of the digestive system and also of the conducting zone of the respiratory system. (The conducting zone also includes the nostrils of the nose, larynx, trachea, bronchi, and bronchioles, and their function is to filter, warm, and moisten air and conduct it into the lungs.) The pharynx makes up the part of the throat situated immediately behind the nasal cavity, behind the mouth and above the esophagus and larynx. The human pharynx is conventionally divided into three sections: the nasopharynx, the oropharynx and the laryngopharynx. It is also important in vocalization.",583,1,train
in early 19th century new orleans where was real african music heard in the community,"Music of New Orleans -- The African influence on New Orleans music can trace its roots at least back to Congo Square in New Orleans in 1835, when slaves would congregate there to play music and dance on Sundays. African music was played as well as local music, including that of local white composers, such as Louis Moreau Gottschalk. Along with European musical forms that were popular in the city, including the brass band traditions, the cultural mix laid the groundwork for the New Orleans musical art forms to come.",584,1,train
does better call saul take place after breaking bad,"Better Call Saul -- Better Call Saul is an American television crime drama series created by Vince Gilligan and Peter Gould. It is a spin-off prequel of Gilligan's prior series Breaking Bad. Set in the early 2000s, Better Call Saul follows the story of con-man turned small-time lawyer, James Morgan ``Jimmy'' McGill (Bob Odenkirk), six years before the events of Breaking Bad, showing his transformation in the persona of Saul Goodman, as well as briefly explore his life some time after the events of Breaking Bad. The series also explores the situations of other Breaking Bad characters in the years prior. The show premiered on AMC on February 8, 2015 and has since finished airing its third season; the 10-episode fourth season is scheduled to air starting August 6, 2018.",585,0,train
does the same actor play twins on deception,"Jack Cutmore-Scott -- As of 11 March 2018, Cutmore-Scott dons an American accent to play disgraced illusionist/magician-turned-FBI consultant Cameron Black following an illusion that goes horribly wrong in the new ABC murder-mystery series Deception. Cutmore-Scott also portrays Cameron's incarcerated, identical-twin brother Jonathan. Deception began airing the same evening in Canada on CTV.",586,1,train
is a german shepherd the same as an alsatian,"German Shepherd -- The German Shepherd (German: Deutscher Schäferhund, German pronunciation: (ˈʃɛːfɐˌhʊnt)) is a breed of medium to large-sized working dog that originated in Germany. The breed's officially recognized name is German Shepherd Dog in the English language (sometimes abbreviated as GSD). The breed is known as the Alsatian in Britain and Ireland. The German Shepherd is a relatively new breed of dog, with their origin dating to 1899. As part of the Herding Group, German Shepherds are working dogs developed originally for herding sheep. Since that time however, because of their strength, intelligence, trainability, and obedience, German Shepherds around the world are often the preferred breed for many types of work, including disability assistance, search-and-rescue, police and military roles, and even acting. The German Shepherd is the second-most registered breed by the American Kennel Club and seventh-most registered breed by The Kennel Club in the United Kingdom.",587,1,train
have china ever qualified for the world cup,"China at the FIFA World Cup -- The China national team was founded in 1924 and joined FIFA in 1931--1958, and then from 1979. China first entered World Cup qualification in 1957 in an attempt to qualify for the 1958 FIFA World Cup. China failed to score a goal in their maiden World Cup appearance in 2002. However, qualifying for the tournament has been considered the greatest accomplishment in China's football history. As football is widely followed in China, triumph by the national team is considered to be a source of national pride. Around 300 million people tuned into broadcasts of China's World Cup 2002 matches, with 170 million new television sets being purchased by citizens in order to watch their nation's first World Cup appearance. The team is colloquially referred to as Team China (中国队), the National Team (国家队) or Guozu (国足, lit. ``national foot'' also meaning national football).",588,1,train
are the faroe islands part of the eu,"Faroe Islands and the European Union -- The Faroe Islands, a self-governing nation within the Kingdom of Denmark, is not part of the EU, as explicitly asserted by both Rome treaties.",589,0,train
is glen cove part of town of oyster bay,"Oyster Bay (town), New York -- The town was originally part of Queens County, until the western portion of that county was amalgamated into New York City in 1898 and Nassau County was created in 1899. In 1918 Glen Cove, to the west, incorporated as a city and formed a governing system separate from the town. Following World War II, housing replaced farmland as the population grew from about 40,000 in 1950 to more than 290,000 in 1990.",590,1,train
do all last names in iceland end in son,"Icelandic name -- Some family names do exist in Iceland, most commonly adaptations from last name patronyms Icelanders took up when living abroad, usually Denmark. Notable Icelanders who have an inherited family name include former prime minister Geir Haarde, football star Eiður Smári Guðjohnsen, entrepreneur Magnús Scheving, film director Baltasar Kormákur Samper, actress Anita Briem and member of parliament (and former news reporter) Elín Hirst. Before 1925, it was legal to adopt new family names; one Icelander to do so was the Nobel Prize-winning author Halldór Laxness, while another author, Einar Hjörleifsson and his brothers all chose the family name ``Kvaran''. Since 1925, one cannot adopt a family name unless one explicitly has a legal right to do so through inheritance. (The law was amended in 1991 and 1996.)",591,0,train
is the netflix marvel shows in the mcu,"List of Marvel Cinematic Universe television series -- The Marvel Cinematic Universe (MCU) television series are American superhero television shows based on characters that appear in publications by Marvel Comics. The shows have been in production since 2013, and in that time Marvel Television and ABC Studios, along with its production division ABC Signature Studios, have premiered 10 series, with at least four more in various stages of development, across broadcast, streaming, and cable television on ABC, Netflix and Hulu, and Freeform, respectively. The ABC series have averaged around 4--8 million viewers a season, with many of the MCU series receiving strong critical responses.",592,1,train
is the domincan republic part of the usa,"Dominican Republic -- The Dominican Republic (Spanish: República Dominicana (reˈpuβliˌka ðoˌminiˈkana)) is a sovereign state located in the island of Hispaniola, in the Greater Antilles archipelago of the Caribbean region. It occupies the eastern five-eighths of the island, which it shares with the nation of Haiti, making Hispaniola one of two Caribbean islands, along with Saint Martin, that are shared by two countries. The Dominican Republic is the second-largest Caribbean nation by area (after Cuba) at 48,445 square kilometers (18,705 sq mi), and third by population with approximately 10 million people, of which approximately three million live in the metropolitan area of Santo Domingo, the capital city.",593,0,train
are king kong and godzilla in the same universe,"MonsterVerse -- The MonsterVerse is an American media franchise and shared fictional universe that is centered on a series of monster films featuring Godzilla and King Kong, produced by Legendary Entertainment and co-produced and distributed by Warner Bros. The first installment was Godzilla (2014), a reboot of the Godzilla franchise, which was followed by Kong: Skull Island (2017), a reboot of the King Kong franchise. The next film to be released will be Godzilla: King of the Monsters (2019), followed by Godzilla vs. Kong (2020). The series has grossed over $1 billion worldwide so far.",594,1,train
does north carolina get a lot of hurricanes,"List of North Carolina hurricanes -- The list of North Carolina hurricanes includes 413 known tropical or subtropical cyclones that have affected the U.S. state of North Carolina. Due to its location, many hurricanes have hit the state directly, and numerous hurricanes have passed near or through North Carolina in its history; the state is ranked fourth, after Florida, Texas, and Louisiana, in the number of cyclones that produced hurricane-force winds in a U.S. state. Hurricanes in North Carolina history are responsible for over $11 billion in damage (2008 USD) and almost 1,000 total fatalities.",595,1,train
can you drop kick a field goal in nfl,"Drop kick -- In 1934, the ball was made more pointed at the ends. The creation of the pointed football is generally credited to Shorty Ray, at the time a college football official and later the NFL's head of officiating. This made passing the ball easier, as was its intent, but made the drop kick obsolete, as the more pointed ball did not bounce up from the ground reliably. The drop kick was supplanted by the place kick, which cannot be attempted out of a formation generally used as a running or passing set. The drop kick remains in the rules, but is seldom seen, and rarely effective when attempted. In Canadian football the drop kick can be taken from any point on the field, unlike placekicks which must be attempted behind the line of scrimmage.",596,1,train
can i get a public defender for a civil case,"Public defender (United States) -- In US civil cases (e.g., personal injury or a landlord-tenant dispute), public defenders may be appointed in civil cases that are quasi-criminal in nature (e.g., removal of children from parents and civil commitments for alleged sexually violent predators) or in highly unusual situations where the civil proceedings may be highly connected to criminal proceedings; otherwise indigent litigants are referred to a legal aid office.",597,1,train
is a ferret and a weasel the same thing,"Ferret -- The ferret (Mustela putorius furo) is the domesticated form of the European polecat, a mammal belonging to the same genus as the weasel, Mustela of the family Mustelidae. They typically have brown, black, white, or mixed fur. They have an average length of 51 cm (20 in) including a 13 cm (5.1 in) tail, weigh about 1.5--4 pounds (0.7--2 kg), and have a natural lifespan of 7 to 10 years. Ferrets are sexually dimorphic predators with males being substantially larger than females.",598,0,train
victoria and abdul is it a real story,"Abdul Karim (the Munshi) -- The 2017 feature film Victoria & Abdul, directed by Stephen Frears and starring Ali Fazal as Abdul Karim and Judi Dench as Queen Victoria, offers a fictionalised version of the relationship between Karim and the queen.",599,0,train
is there a season 2 of hunted on cinemax,"Hunted (2012 TV series) -- In early 2015, Frank Spotnitz stated that the series--and spinoff--had been officially cancelled by Cinemax, though he and George were open to continuing the project if it were to be picked up by another network.",600,0,train
would a change in price shift the demand curve,"Demand curve -- There is movement along a demand curve when a change in price causes the quantity demanded to change. It is important to distinguish between movement along a demand curve, and a shift in a demand curve. Movements along a demand curve happen only when the price of the good changes. When a non-price determinant of demand changes the curve shifts. These ``other variables'' are part of the demand function. They are ``merely lumped into intercept term of a simple linear demand function.'' Thus a change in a non-price determinant of demand is reflected in a change in the x-intercept causing the curve to shift along the x axis.",601,0,train
does north carolina get snow in the winter,"Climate of North Carolina -- Snow in North Carolina is seen on a regular basis in the mountains. North Carolina averages 5 inches (130 mm) of snow a year. However, this also varies greatly across the state. Along the coast, most areas register less than 2 inches (51 mm) per year while the state capital, Raleigh averages 7.5 inches (190 mm). Farther west in the Piedmont-Triad, the average grows to approximately 9 inches (230 mm). The Charlotte area averages approximately 6.5 inches (170 mm). The mountains in the west act as a barrier, preventing most snowstorms from entering the Piedmont. When snow does make it past the mountains, it is usually light and is seldom on the ground for more than two or three days. However, several storms have dropped 18 inches (460 mm) or more of snow within normally warm areas. The 1993 Storm of the Century that lasted from March 11 to March 15 affected locales from Canada to Central America, and brought a significant amount of snow to North Carolina. Newfound Gap received more than 36 inches (0.91 m) of snow with drifts more than 5 feet (1.5 m), while Mount Mitchell measured over 4 feet (1.2 m) of snow with drifts to 14 feet (4.3 m). Most of the northwestern part of the state received somewhere between 2 feet (0.61 m) an 3 feet (0.91 m) of snow.",602,1,train
can you go to court for the same thing twice,"Double jeopardy -- Double jeopardy is a procedural defence that prevents an accused person from being tried again on the same (or similar) charges and on the same facts, following a valid acquittal or conviction. As described by the U.S. Supreme Court in its unanimous decision one of its earliest cases dealing with double jeopardy, ``the prohibition is not against being twice punished, but against being twice put in jeopardy; and the accused, whether convicted or acquitted, is equally put in jeopardy at the first trial.''",603,0,train
does the fender hot rod deluxe have an effects loop,"Fender Hot Rod Deluxe -- As an all-tube (pre-amp and power sections) combo guitar amplifier, the Hot Rod Deluxe features a pair of 6L6GC beam tetrodes for the power section and two 12AX7 dual triodes for the preamp section. One additional 12AX7 tube is utilized for the phase inverter of the power section. However, the rectifier, reverb driver and recovery, and effects loop circuits are solid state. The power section uses a ``fixed bias'' biasing scheme with an adjustable bias potentiometer installed from the factory. The factory bias is 60 mA total for both 6L6s.",604,1,train
was the soviet union a member of the axis powers,"German–Soviet Axis talks -- On January 17, 1941, seven days after the German--Soviet Border and Commercial Agreement, Molotov asked German officials whether the parties could then work out an agreement for entry into the Axis pact. Molotov expressed astonishment at the absence of any answer to the Soviets' November 25 offer to join the Pact. They never received an answer. On March 1, 1941, Bulgaria joined the Axis, which further unsettled Stalin when combined with Germany's continued ignoring of Stalin's November 25, 1940 Axis entry proposal. After six months of preparations, Germany invaded the Soviet Union on 22 June 1941, ending any hope for the proposed alliance.",605,0,train
is it legal to count cards in vegas,"Card counting -- Card counting is not illegal under British law, nor is it under federal, state, or local laws in the United States provided that no external card counting device or person assists the player in counting cards. Still, casinos object to the practice, and try to prevent it, banning players believed to be counters. In their pursuit to identify card counters, casinos sometimes misidentify and ban players suspected of counting cards even if they do not.",606,1,train
did all of the granite mountain hotshots die,"Yarnell Hill Fire -- The lone survivor from the 20-man crew was 21-year-old Brendan McDonough. He had been serving as a lookout when the fire threatened to overtake his position. McDonough was hiking out on foot when he was located by Brian Frisby, the Superintendent of the Blue Ridge Hotshots, who was monitoring the radio communications between McDonough and the Granite Mountain IHC Captain. Frisby and McDonough moved the crew's vehicles to a safer location, which they were doing at the time of Granite Mountain crew entrapment. After moving the vehicles, Frisby and other members of the Blue Ridge Hotshots attempted to rescue the entrapped Granite Mountain Hotshots but were forced back by the intense flames and heat of the fire. Driving through the streets of Yarnell, the Blue Ridge Hotshots evacuated several residents who had failed to evacuate earlier. Frisby and his assistant eventually made their way to the entrapment site and were some of the first individuals to find the deployment site and the remains of the Granite Mountain crew.",607,0,train
has a city ever won all championships in one year,"Multiple major sports championship seasons -- All four of Philadelphia's major professional sports teams played in the championship game or series, in their respective sports, following the 1980 season: The 1980 Philadelphia Phillies won the World Series, while the 1980 Philadelphia Eagles lost Super Bowl XV, the 1979-80 Philadelphia 76ers lost the NBA Finals, and the 1979-80 Philadelphia Flyers lost the Stanley Cup Finals.",608,0,train
can you buy beer on sunday in ok,"Alcohol laws of Oklahoma -- It is illegal to sell packaged liquor (off-premises sales) on Sundays. Sales also are prohibited on Memorial Day, Independence Day, Labor Day, Thanksgiving Day, and Christmas Day. Low-point beer for consumption off-premises may not be sold between 2:00 a.m. and 6:00 a.m.",609,1,train
can the president of the philippines be re elected,"President of the Philippines -- Filipinos refer to their President as Pangulo or Presidente. The President serves a single, fixed, six-year term without possibility of re-election. On June 30, 2016, Rodrigo Duterte was sworn in as the 16th and current president.",610,0,train
do i need a concealed carry permit in nh,"Gun laws in New Hampshire -- Since 22 February 2017, New Hampshire is a constitutional carry state, requiring no license to open carry or concealed carry a firearm in public. Concealed carry permits are still issued for purposes of reciprocity with other states.",611,0,train
is there a difference between 9x19 and 9mm luger,"9×19mm Parabellum -- The 9×19mm Parabellum is a firearms cartridge that was designed by Georg Luger and introduced in 1902 by the German weapons manufacturer Deutsche Waffen und Munitionsfabriken (DWM) (German Weapons and Munitions Factory) for their Luger semi-automatic pistol. For this reason, it is designated as the 9mm Luger by the Sporting Arms and Ammunition Manufacturers' Institute (SAAMI), and the 9 mm Luger by the Commission Internationale Permanente pour l'Epreuve des Armes à Feu Portatives (CIP).",612,0,train
did canada ever make it to the world cup,"Canada at the FIFA World Cup -- This is a record of Canada's results at the FIFA World Cup. Canada has appeared in the FIFA World Cup on one occasion, which was in 1986.",613,1,train
is the east coast on daylight savings time,"Eastern Time Zone -- The Uniform Time Act of 1966 ruled that daylight saving time would run from the last Sunday of April until the last Sunday in October in the United States. The act was amended to make the first Sunday in April the beginning of daylight saving time as of 1987. The Energy Policy Act of 2005 extended daylight saving time in the United States beginning in 2007. So local times change at 2:00 a.m. EST to 3:00 a.m. EDT on the second Sunday in March and return at 2:00 a.m. EDT to 1:00 a.m. EST on the first Sunday in November. In Canada, the time changes as it does in the United States.",614,1,train
is john wick going to be a trilogy,"John Wick -- A third film, titled John Wick 3: Parabellum is in production and is set to be released on May 17, 2019. The franchise will continue with additional films in development, as well as a TV show titled The Continental order to series by Starz network.",615,0,train
did the tomb raider game come out before the movie,"Tomb Raider -- Tomb Raider, also known as Lara Croft: Tomb Raider between 2001 and 2007, is a media franchise that originated with an action-adventure video game series created by British gaming company Core Design. Formerly owned by Eidos Interactive, then by Square Enix after their acquisition of Eidos in 2009, the franchise focuses on a fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. The gameplay generally focuses around action-adventure exploration of environments, solving puzzles, navigating hostile environments filled with traps, and fighting numerous enemies. Additional media has grown up around the theme in the form of film adaptations, comics and novels.",616,1,train
can you die from getting hit in the heart,"Commotio cordis -- Commotio cordis (Latin, ``agitation of the heart'') is an often lethal disruption of heart rhythm that occurs as a result of a blow to the area directly over the heart (the precordial region), at a critical time during the cycle of a heart beat causing cardiac arrest. It is a form of ventricular fibrillation (V-Fib), not mechanical damage to the heart muscle or surrounding organs, and not the result of heart disease. The fatality rate is about 65% even with prompt CPR and defibrillation, and more than 80% without.",617,1,train
did the first hot air balloon fly successfully,"Hot air balloon -- The French brothers Joseph-Michel and Jacques-Étienne Montgolfier developed a hot air balloon in Annonay, Ardeche, France, and demonstrated it publicly on September 19, 1783, making an unmanned flight lasting 10 minutes. After experimenting with unmanned balloons and flights with animals, the first balloon flight with humans aboard, a tethered flight, performed on or around October 15, 1783, by Jean-Francois Pilatre de Rozier who made at least one tethered flight from the yard of the Reveillon workshop in the Faubourg Saint-Antoine. Later that same day, Pilatre de Rozier became the second human to ascend into the air, reaching an altitude of 26 m (85 ft), the length of the tether. The first free flight with human passengers was made a few weeks later, on November 21, 1783. King Louis XVI had originally decreed that condemned criminals would be the first pilots, but de Rozier, along with Marquis François d'Arlandes, petitioned successfully for the honor. The first military use of a hot air balloon happened in 1794 during the battle of Fleurus, when the French used the balloon l'Entreprenant for observation.",618,1,train
does sweden pay students to go to school,"Education in Sweden -- Swedish students receive economic help from the Swedish National Board of Student Aid (CSN) for studying. Every student is entitled to 12 semesters of allowances and loans, totaling 2,230 SEK per week (June 2016: 261 EUR, 268 USD, 185 GBP) for full-time studies (after 1 July 2006). Allowances are usually 699 SEK per week (June 2016: 75 EUR; 84 USD; 58 GBP) with loans covering the rest. The limits for loans and allowances may be substantially increased under certain circumstances.",619,1,train
can u play playstation 2 games on ps3,"List of PlayStation and PlayStation 2 games compatible with PlayStation 3 -- This is a list of PlayStation games compatible with all models of PlayStation 3, along with PlayStation 2 games compatible with certain earlier models of PlayStation 3. Initial PlayStation 3 models released in North America, Japan, and Asia contained both the PlayStation 2's CPU and GPU, while subsequent models contained only the GPU, and the PlayStation 2 backwards compatibility with physical discs was removed entirely in later models. However, all PlayStation 3 models can play some PlayStation 1 games via physical discs. This is accomplished entirely via software emulation and does not differ between models.",620,1,train
is australia still part of the british empire,"Australia–United Kingdom relations -- Until 1949, Britain and Australia shared a common nationality code. The final constitutional ties between the United Kingdom and Australia ended in 1986 with the passing of the Australia Act 1986.",621,0,train
minnie driver did she sing in phantom of the opera,"Carlotta (The Phantom of the Opera) -- In the Lloyd Webber-Joel Schumacher 2004 film version, she was played by Minnie Driver. Due to Driver's lack of experience in opera, her singing voice was dubbed by opera singer Margaret Preece, although she lent her actual voice to the song ``Learn to Be Lonely'' during the end credits.",622,0,train
is the area of zabeel park equal to that of 45 football playgrounds,"Zabeel Park -- The park was opened to the public in December 2005, in an inauguration ceremony by Sheikh Hamdan bin Rashid Al Maktoum. Zabeel Park has an area of 47.5 hectares, roughly equivalent to 45 football grounds. The parking capacity can accommodate 2,300 vehicles.",623,1,train
is all of rick and morty season 3 out,"Rick and Morty (season 3) -- The third season of the animated television series Rick and Morty originally aired in the United States on Cartoon Network's late night programming block, Adult Swim. It premiered with ``The Rickshank Rickdemption'', which aired unannounced on April 1, 2017 as part of Adult Swim's annual April Fools' prank. The remaining episodes began airing weekly four months later, on July 30, 2017. The season concluded on October 1, 2017 and consisted of ten episodes.",624,1,train
can you knee a ball back to the goalkeeper,"Back-pass rule -- While not an infringement of the back-pass rule, players are also prohibited from using a deliberate trick to pass the ball to the goalkeeper with a part of the body other than the foot to circumvent the rule. This would include, but not be limited to:",625,0,train
is cabo and cabo san lucas the same,"Cabo San Lucas -- Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.",626,1,train
are all house of representatives up for election at the same time,"United States elections, 2018 -- The 2018 United States elections will mostly be held on Tuesday, November 6, 2018. These midterm elections will take place in the middle of Republican President Donald Trump's term. All 435 seats in the United States House of Representatives and 35 of the 100 seats in the United States Senate will be contested. 39 state and territorial governorships and numerous other state and local elections will also be contested.",627,1,train
can alkenes have more than one double bond,"Alkene -- In organic chemistry, an alkene is an unsaturated hydrocarbon that contains at least one carbon--carbon double bond. The words alkene and olefin are often used interchangeably (see nomenclature section below). Acyclic alkenes, with only one double bond and no other functional groups, known as mono-enes, form a homologous series of hydrocarbons with the general formula CH. Alkenes have two hydrogen atoms fewer than the corresponding alkane (with the same number of carbon atoms). The simplest alkene, ethylene (CH), with the International Union of Pure and Applied Chemistry (IUPAC) name ethene, is the organic compound produced on the largest scale industrially. Aromatic compounds are often drawn as cyclic alkenes, but their structure and properties are different and they are not considered to be alkenes.",628,1,train
is a section of dna recognized by a restriction endonuclease,"Endonuclease -- Restriction enzymes are endonucleases from eubacteria and archaea that recognize a specific DNA sequence. The nucleotide sequence recognized for cleavage by a restriction enzyme is called the restriction site. Typically, a restriction site will be a palindromic sequence about four to six nucleotides long. Most restriction endonucleases cleave the DNA strand unevenly, leaving complementary single-stranded ends. These ends can reconnect through hybridization and are termed ``sticky ends''. Once paired, the phosphodiester bonds of the fragments can be joined by DNA ligase. There are hundreds of restriction endonucleases known, each attacking a different restriction site. The DNA fragments cleaved by the same endonuclease can be joined together regardless of the origin of the DNA. Such DNA is called recombinant DNA; DNA formed by the joining of genes into new combinations. Restriction endonucleases (restriction enzymes) are divided into three categories, Type I, Type II, and Type III, according to their mechanism of action. These enzymes are often used in genetic engineering to make recombinant DNA for introduction into bacterial, plant, or animal cells, as well as in synthetic biology.",629,1,train
is there ending credits for the incredibles 2,"Incredibles 2 -- The soundtrack album was released on June 15, 2018. In addition to the film's score, it includes the vocalized theme songs for Mr. Incredible, Frozone, and Elastigirl heard in the credits, as well as bonus versions of the songs sung by Disney's a cappella group, DCappella, and the latter's version of the track ``The Glory Days'' from the first film.",630,1,train
are the muppets the same as sesame street,"List of Sesame Street Muppets -- The Muppets are a group of puppet characters created by Jim Henson, many for the purpose of appearing on the children's television program Sesame Street. Henson's involvement in Sesame Street began when he and Joan Ganz Cooney, one of the creators of the show, met in the summer of 1968, at one of the show's five three-day curriculum planning seminars in Boston. Author Christopher Finch reported that director Jon Stone, who had worked with Henson previously, felt that if they could not bring him on board, they should ``make do without puppets''.",631,0,train
is every strong electrolyte also a strong acid,"Strong electrolyte -- A concentrated solution of this strong electrolyte has a lower vapor pressure than that of pure water at the same temperature. Strong acids, strong bases and soluble ionic salts that are not weak acids or weak bases are strong electrolytes.",632,0,train
does buffy's mom come back to life,"Forever (Buffy the Vampire Slayer) -- Tara realizes that A History of Witchcraft is missing from their shelf and after concluding that Dawn took it, she and Willow (who is sheepishly feigning surprise) decide to call Buffy. Buffy hears about Dawn's spell just as she is finishing it upstairs in her room. When Buffy confronts her, the two girls get into a vicious argument about their different ways of dealing with their mother's death. Dawn accuses Buffy of being so busy arranging everything that she doesn't care that their mother is dead, earning herself a slap across the face from her sister. Buffy immediately regrets her action and admits that she's keeping busy so she doesn't have to deal with the situation, because when she stops then her mother is really gone. During their argument, a figure emerges from Joyce's grave and walks toward the house. A shadow passes by the front window followed by a knocking on the door, and Buffy, hoping it's Joyce, rushes to answer the door. Dawn immediately realizes the inherent dangers of the spell and rips up the photo, and when Buffy answers the door all she finds is an empty step. This is too much for Buffy and she starts to cry, finally facing the reality of her mother's death. A sobbing Dawn hugs her, and they collapse to the floor united in grief.",633,0,train
do games from xbox 360 work on xbox one,"List of backward compatible games for Xbox One -- The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.",634,1,train
was the revolutionary war before the declaration of independence,"United States Declaration of Independence -- The Lee Resolution for independence was passed on July 2 with no opposing votes. The Committee of Five had drafted the Declaration to be ready when Congress voted on independence. John Adams, a leader in pushing for independence, had persuaded the committee to select Thomas Jefferson to compose the original draft of the document, which Congress edited to produce the final version. The Declaration was a formal explanation of why Congress had voted to declare independence from Great Britain, more than a year after the outbreak of the American Revolutionary War. Adams wrote to his wife Abigail, ``The Second Day of July 1776, will be the most memorable Epocha, in the History of America'' -- although Independence Day is actually celebrated on July 4, the date that the wording of the Declaration of Independence was approved.",635,1,train
does it cost money to get into canada,"American entry into Canada by land -- Entry into Canada is solely determined by Canada Border Services Agency (CBSA) officials in accordance with Canadian law. Visitors are required to have the necessary travel documentation and be in good health. If asked, they must satisfy an immigration officer of ties to their country of origin, such as a job, home, and family. They must also satisfy the officer that they will leave Canada at the end of their visit. Additionally, they must have sufficient money for their stay, and all items belonging to an individual, including the vehicle the individual may be traveling in, are subject to search by the CBSA.",636,1,train
is po box the same as zip code,"Post-office box -- Street Addressing will have the same street address of the post office, plus a ``unit number'' that matches the P.O. Box number. As an example, in El Centro, California, the post office is located at 1598 Main Street. Therefore, for P.O. Box 9975 (fictitious), the Street Addressing would be: 1598 Main Street Unit 9975, El Centro, CA. Nationally, the first five digits of the zip code may or may not be the same as the P.O. Box address, and the last four digits (Zip + 4) are virtually always different. Except for a few of the largest post offices in the U.S., the 'Street Addressing' (not the P.O. Box address) nine digit Zip + 4 is the same for all boxes at a given location.",637,0,train
