id,source,tokens,labels,nested-labels,ds_type
416,http://de.wikipedia.org/wiki/Gamprin [2009-11-17] ,"['Aus', 'dem', 'Wappen', 'der', 'Ritters', 'Rüdiger', 'von', 'Limbach', ',', 'dem', 'Besitzer', 'des', 'alten', 'Pfarrhauses', 'und', 'ausgedehnte', 'Güter', ',', 'wurden', 'die', 'beiden', 'Rosen', 'in', 'das', 'Wappen', 'einbezogen', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
417,http://www.aachener-zeitung.de/sixcms/detail.php?template=az_detail&id=92718&_wo=Lokales:Aachen [2006-12-02] ,"['Laut', 'Waldzustandsbericht', 'geht', 'es', 'den', 'nordrhein-westfälischen', 'Wälder', 'so', 'schlecht', 'wie', 'nie', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
418,http://de.wikipedia.org/wiki/Orientierungslauf [2010-01-14] ,"['Kleidung', 'Für', 'den', 'OL', 'gibt', 'es', 'spezielle', 'OL-Geländelaufschuhe', 'mit', 'so', 'genannten', 'Dobb-Spikes', 'an', 'den', 'Sohlen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
419,spiegel.de vom 10.11.2005 [2005-11-10] ,"['""', 'Wir', 'wissen', ',', 'dass', 'Saddam', 'und', 'seine', 'Anhänger', 'zu', 'allem', 'bereit', 'sind', ',', 'wenn', 'es', 'ihren', 'Interessen', 'dient', ',', 'und', 'um', 'die', 'Arbeit', 'des', 'Gerichts', 'zu', 'blockieren', '.', '""']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
420,http://rss.feedsportal.com/c/480/f/6526/s/42548ee/l/0L0Smotorsport0Etotal0N0Cmotorrad0Csplitter0C20A0A90C0A50CMotorsportzentrum0Iin0ISingapur0Igeplant0I0A90A5120A20Bhtml/story01.htm [2009-05-12] ,"['Auf', 'der', 'Strecke', 'sollen', 'FIA-Wettbewerbe', 'der', 'zweiten', 'Kategorie', 'stattfinden', '.']","['O', 'O', 'O', 'O', 'B-ORGpart', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
421,http://de.wikipedia.org/wiki/Computerspieler-Jargon [2010-01-17] ,"['In', 'Strategiespielen', 'werden', 'schwächeren', 'Spielern', 'Ressourcen', 'zugesteckt', '(', 'siehe', '„', 'feeden', '“', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
422,merkur-online.de vom 01.07.2005 [2005-07-01] ,"['Im', 'Magazin', '""', 'stern', '""', '(', 'Donnerstag', ')', 'wies', 'Lafontaine', 'die', 'Kritik', 'als', '""', 'lächerlichen', 'Versuch', '""', 'zurück', ',', 'ihn', 'zu', 'diskreditieren', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
423,http://de.wikipedia.org/wiki/Schwarzwald_Ultra_Radmarathon [2009-10-02] ,"['Der', 'SURM', 'gilt', 'als', 'einer', 'der', 'schwersten', 'Radmarathons', 'in', 'Deutschland', ',', 'der', 'auch', 'von', 'Elite-Fahrern', 'mit', 'Profilizenz', 'gefahren', 'wird', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
424,http://de.wikipedia.org/wiki/Für_das_Leben_eines_Freundes [2009-08-13] ,"['Die', 'drei', 'Freunde', 'hatten', 'damals', 'ein', 'geliehenes', 'Fahrrad', 'achtlos', 'in', 'den', 'Busch', 'geworfen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
425,http://www.badisches-tagblatt.de/html/ticker/00_20081110114046_Einsatz_von_Ballack_gegen_England_weiter_fragl.html [2008-11-10] ,"['12:25', 'Uhr', 'Berlin', '(', 'dpa', ')', '-', 'Die', 'Zahl', 'der', 'Anbieter', 'von', 'neuartigen', 'Software-', 'und', 'Service-Angeboten', 'über', 'das', 'Internet', 'wird', 'sich', 'nach', 'Einschätzung', 'von', 'Brad', 'Smith', ',', 'Chef-Justiziar', 'von', 'Microsoft', ',', 'vorerst', 'auf', 'wenige', 'große', 'Unternehmen', 'beschränken', '.']","['O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
426,http://de.wikipedia.org/wiki/Franz_Volhard [2010-01-06] ,"['1933', 'setzte', 'er', 'sich', 'als', 'Dekan', 'mehrfach', 'für', 'jüdische', 'Fakultätsmitglieder', 'ein', ',', 'deren', 'Entlassung', 'er', 'aber', 'nicht', 'verhindern', 'konnte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
427,http://www.bielertagblatt.ch/Dossier_/indexa09d.html [2010-12-22] ,"['In', 'einem', 'Telegramm', 'an', 'US-Präsident', 'George', 'W.Bush', 'drückte', 'er', 'im', 'Namen', 'des', 'Bundesrats', 'den', 'Opfern', 'und', 'deren', 'Angehörigen', ',', 'der', 'amerikanischen', 'Regierung', 'und', 'dem', 'gesamten', 'amerikanischen', 'Volk', 'sein', 'tiefstes', 'Mitgefühl', 'und', 'Mitleid', 'aus', '.']","['O', 'O', 'O', 'O', 'B-LOCpart', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
428,http://de.wikipedia.org/wiki/Viktorianisches_Zeitalter [2009-12-29] ,"['Das', 'Verwaltungsgesetz', 'von', '1894', 'schließlich', 'sicherte', 'kleineren', 'Dörfern', 'eine', 'Gemeindeversammlung', 'und', 'größeren', 'einen', 'Gemeinderat', 'zu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
429,http://de.wikipedia.org/wiki/Sikyon [2009-11-24] ,"['Als', 'seine', 'Vorfahren', 'werden', 'Aristonymos', ',', 'Myron', 'und', 'Andreas', 'aufgezählt', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
430,http://www.n-tv.de/748452.html [2006-12-30] ,"['Mit', 'einer', 'Sperrminorität', 'wird', 'ein', 'Unternehmen', 'für', 'einen', 'Käufer', 'unattraktiver', ',', 'da', 'dieser', 'nicht', 'frei', 'schalten', 'und', 'walten', 'kann', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
431,http://de.wikipedia.org/wiki/Alte_Synagoge_(Osnabrück) [2009-12-01] ,"['Oberbürgermeister', 'Erich', 'Gaertner', 'fand', 'baupolizeiliche', 'Gründe', ',', 'noch', 'am', 'Tag', 'der', 'Brandstiftung', 'den', 'Abriss', 'der', 'Synagoge', 'zu', 'verfügen', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
432,fr-aktuell.de vom 25.07.2005 [2005-07-25] ,"['Neuzugang', 'Jon', 'Dahl', 'Tomasson', 'verwandelte', 'den', 'letzten', 'Schuss', ',', 'nachdem', 'die', 'Berliner', 'Nico', 'Kovac', 'und', 'Thorben', 'Marx', 'das', 'Tor', 'verfehlt', 'hatten', '.']","['O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
433,http://de.wikipedia.org/wiki/St._Matthias_(Berlin) [2009-12-26] ,"['Die', 'Pfarrkirche', 'St', '.', 'Matthias', 'Die', 'Pläne', 'zum', 'Bau', 'des', 'Kirchengebäudes', 'sind', 'das', 'Ergebnis', 'eines', 'Architektenwettbewerbs', 'von', '1893', ',', 'den', 'der', 'Architekt', 'Engelbert', 'Seibertz', 'gewann', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
434,http://de.wikipedia.org/wiki/Bemba_(Volk) [2009-12-15] ,"['Als', 'sich', 'herausstellte', ',', 'dass', 'sie', 'schwanger', 'geworden', 'war', ',', 'wurde', 'Kapasa', 'von', 'Chiti', 'verleugnet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
435,http://de.wikipedia.org/wiki/Über_den_Dilettantismus [2009-12-29] ,"['Die', 'Arbeit', 'war', 'für', 'eine', 'Veröffentlichung', 'in', 'Goethes', 'Zeitschrift', 'Propyläen', 'bestimmt', ',', 'wurde', 'jedoch', 'erst', 'nach', 'Goethes', 'und', 'Schillers', 'Tod', '1833', 'bzw.', '1841', 'veröffentlicht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
436,http://de.wikipedia.org/wiki/Goldbach_(Unterfranken) [2009-12-09] ,"['Des', 'Weiteren', 'hat', 'das', 'privater', 'Müllentsorgungsunternehmen', 'Werner', 'RC', 'GmbH', '&', 'Co', 'seinen', 'Sitz', 'in', 'Goldbach', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
437,http://de.wikipedia.org/wiki/Geschichte_Alaskas [2010-01-13] ,"['Um', 'diese', 'Hindernisse', 'zu', 'überwinden', ',', 'ist', 'die', 'Hälfte', 'der', 'rund', '1300', 'km', 'langen', 'Pipeline', 'so', 'erhöht', ',', 'dass', 'sie', 'den', 'Permafrostboden', 'nicht', 'auftaut', 'und', 'kein', 'natürliches', 'Terrain', 'zerstört', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
438,http://de.wikipedia.org/wiki/Afonso_de_Albuquerque [2009-12-05] ,"['In', 'seiner', 'Ausbildung', 'interessierte', 'er', 'sich', 'besonders', 'für', 'Mathematik', 'und', 'die', 'lateinischen', 'Klassiker', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHderiv', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
439,http://www.business-wissen.de/nachrichten/artikel/voigtlaender-zum-vorstandsvorsitzenden-der-westlb-ernannt.html?ref=rss [2009-09-11] ,"['Damit', 'sei', 'Voigtländer', '«', 'der', 'richtige', 'Mann', 'zur', 'richtigen', 'Zeit', '»', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
440,sat1.de vom 04.09.2006 [2006-09-04] ,"['Insgesamt', 'war', 'der', 'Sieg', 'klar', 'verdient', ',', 'weil', 'wir', 'eine', 'Vielzahl', 'von', 'Chancen', 'hatten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
441,faz.net vom 18.08.2005 [2005-08-18] ,"['""', 'Pogo', 'gehört', 'einfach', 'dazu', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",train
442,http://de.wikipedia.org/wiki/Gedenkmünzen_der_Bundesrepublik_Deutschland [2009-12-29] ,"['Viele', 'Einzelhandelsgeschäfte', 'nehmen', 'aus', 'Unkenntnis', 'die', '10-Euro-Münzen', 'nur', 'zögernd', 'oder', 'nach', 'Rücksprache', 'an', ',', 'obwohl', 'sie', 'gesetzlich', 'zur', 'Annahme', 'verpflichtet', 'sind', '–', 'ein', 'Problem', ',', 'das', 'schon', 'früher', 'mit', 'den', '5-', 'und', '10-DM-Gedenkmünzen', 'bestand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-OTHpart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTHpart', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
443,http://www.nzz.ch/nachrichten/international/phaenomenale_phantom_ii_1.743293.html [2008-05-27] ,"['Auch', 'die', 'Angriffe', 'auf', 'Bodenziele', 'von', 'Südvietnam', 'und', 'Thailand', 'aus', 'erwiesen', 'sich', 'als', 'sehr', 'heikel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
444,"http://stimme.de/schweinegrippe/art29436,1682485 [2009-11-03] ","['Bonn', '-', 'Eine', 'Welle', 'von', 'Schweinegrippe-Infektionen', 'läuft', 'über', 'Deutschland', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
445,http://de.wikipedia.org/wiki/Grimme_(Zerbst) [2010-01-08] ,"['Der', 'Grimmer', 'Nachbarort', 'Dobritz', 'liegt', 'an', 'der', 'L', '57', ',', 'die', 'von', 'Zerbst/Anhalt', 'nach', 'Wiesenburg/Mark', 'in', 'Brandenburg', 'führt', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
446,"http://www.fuldaerzeitung.de/newsroom/huenfeld/dezentral/huenfeld/art14184,542338 [2008-03-06] ","['Hätte', 'Andrea', 'Ypsilanti', 'bereits', 'vor', 'der', 'Wahl', 'mit', 'offenen', 'Karten', 'gespielt', ',', 'dann', 'hätte', 'sie', 'sicherlich', 'nicht', 'so', 'viele', 'Stimmen', 'bekommen', '\x96', 'für', 'mich', 'ist', 'das', 'ein', 'ganz', 'klarer', 'Wortbruch', ',', 'ärgert', 'sich', 'die', '40-Jährige', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
447,http://de.wikipedia.org/wiki/Maschinengestütztes_Beweisen [2009-07-29] ,"['Trotz', 'dieser', 'theoretischen', 'Grenzen', 'sind', 'praktische', 'Theorembeweiser', 'implementiert', 'worden', ',', 'die', 'viele', 'schwierige', 'Probleme', 'in', 'diesen', 'Logiken', 'lösen', 'können', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
448,http://www.nzz.ch/nachrichten/schweiz/infrastruktur_wird_2009_in_neue_bls_netz_ag_ueberfuehrt_1.678654.html [2008-02-26] ,"['Der', 'Bundesrat', 'habe', 'dafür', 'die', 'Grundlage', 'geschaffen', 'mit', 'dem', 'Modell', '«', 'SBB', 'plus', 'x', '»', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
449,http://de.wikipedia.org/wiki/Wilhelmshaven [2010-01-07] ,"['Sie', 'liegt', 'weiter', 'südlich', 'und', 'damit', 'günstiger', 'zur', 'Strömung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
450,http://www.faz.net/s/Rub475F682E3FC24868A8A5276D4FB916D7/Doc~EB882B271CEC14412A32B126BDFBF0B11~ATpl~Ecommon~Scontent.html?rss_aktuell [2008-05-07] ,"['Auch', 'die', 'Zedernrevolutionäre', 'mussten', 'rasch', 'einen', 'bitteren', 'Preis', 'für', 'ihren', 'Kampf', 'um', 'Souveränität', 'und', 'Unabhängigkeit', 'von', 'Syrien', 'zahlen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
451,"http://www.mainpost.de/sport/badkissingen/art796,4736658 [2008-10-06] ","['Hut', 'ab', 'vor', 'der', 'kämpferischen', 'Leistung', 'der', 'Mannschaft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
452,http://de.wikipedia.org/wiki/Martin_Luther_King [2010-01-04] ,"['Die', 'Hochzeit', 'fand', 'in', 'ihrem', 'Elternhaus', 'in', 'Marion', ',', 'Alabama', ',', 'statt', 'und', 'wurde', 'von', 'Kings', 'Vater', 'geleitet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
453,http://de.wikipedia.org/wiki/Gottlieb_Rau [2009-08-01] ,"['1845', 'begann', 'er', ',', 'wirtschaftspolitische', 'Leitartikel', 'für', 'die', 'oppositionell-demokratische', 'Tageszeitung', '„', 'Der', 'Beobachter', '“', 'in', 'Stuttgart', 'zu', 'verfassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
454,http://de.wikipedia.org/wiki/Sonderdezernat_K1 [2009-10-27] ,"['Das', 'Drehbuch', 'der', 'geplanten', 'sechsten', 'Folge', 'der', 'vierten', 'Staffel', 'Tod', 'eines', 'Schaustellers', 'wurde', 'erst', '1984', 'von', 'Produzent', 'Harald', 'Vock', 'als', 'Fernsehfilm', 'mit', 'anderen', 'Darstellern', 'unter', 'der', 'Regie', 'von', 'Dietrich', 'Haugk', 'realisiert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
455,"http://www.godmode-trader.de/nachricht/US-Schwebende-Hausverkaeufe-sollen-Aufschwung-vorerst-stoppen,a2045703,b609.html [2010-01-05] ","['Die', 'in', 'den', 'Raum', 'gestellte', 'Rückläufigkeit', 'gehe', 'unter', 'anderem', 'auf', 'das', 'Konto', 'des', 'Wartens', 'vieler', 'Amerikaner', 'auf', 'eine', 'Verlängerung', 'einer', 'Steuergutschrift', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
456,http://www.traunsteiner-tagblatt.de/includes/mehr.php?id=10575 [2007-07-19] ,"['Christine', 'Dögerl', ',', 'bei', 'den', 'Jugendlichen', 'durch', 'ihr', 'vielfältiges', 'Engagement', 'bekannt', ',', 'steigt', 'nun', 'in', 'die', 'Fußstapfen', 'von', 'Schreiner', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
457,http://www.swr.de/nachrichten/bw/-/id=1622/nid=1622/did=3408386/qf2piu/index.html [2008-04-17] ,"['Bei', 'einer', 'amtlichen', 'Untersuchung', 'seien', 'Kolibakterien', 'in', 'dem', 'Käse', 'gefunden', 'worden', ',', 'teilte', 'das', 'Ministerium', 'mit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
